review_id,text,aspect,sentiment,aspect_id,sentiment_id,complexity
2282,"আবহাওয়া মনোরম ছিল, সবাইকে রেকমেন্ড করবো।",ambiance,positive,0,2,medium
258,"রান্না ঠিকমতো না হওয়ায় পরিবেশটা একটু খারাপ লেগেছে, অথচ আরও ভালো আশা করেছিলাম।",ambiance,negative,0,0,complex
1161,"আমাদের অভিজ্ঞতায় পদ মন্দ ছিল, কারণ কর্মচারীরা অভিজ্ঞ।",food_quality,negative,2,0,complex
2180,এখানকার পদগুলো স্বাভাবিক মানের।,food_quality,neutral,2,1,simple
3699,সবকিছু আশানুরূপ হলেও খাবারের মান ছিল বেশ সাধারণ।,food_quality,neutral,2,1,medium
2820,পরিচ্ছন্নতা বেশ গ্রহণযোগ্য ছিল,cleanliness,positive,1,2,simple
3048,এখানকার পরিষ্কার-পরিচ্ছন্নতা অত্যন্ত অসন্তোষজনক।,cleanliness,negative,1,0,simple
493,খাবার বাজে হলেও খরচ স্বাভাবিক ছিল।,food_quality,negative,2,0,mixed
1521,খাবারের স্বাদ একদমই বিস্বাদ ছিল।,food_quality,negative,2,0,simple
2219,পরিচ্ছন্নতা প্রশংসনীয়।,cleanliness,positive,1,2,simple
1130,পরিবেশন পদ্ধতি খুব বাজে।,service,negative,4,0,simple
1761,কর্মচারী ভালো এবং অন্য সবকিছুও পর্যাপ্ত ছিল।,service,positive,4,2,medium
1298,খাবারের ডিশগুলো বিরক্তিকর ছিল।,food_quality,negative,2,0,simple
1865,খাবারের পরিমাণ কম ও পরিবেশ অস্বস্তিকর হওয়ায় আমি খুবই হতাশ হয়েছি।,ambiance,negative,0,0,complex
2301,খাবারটা প্রশংসনীয়।,food_quality,positive,2,2,simple
185,"মনোরম আবহাওয়া, তবে অন্য কিছু অসন্তোষজনক।",ambiance,positive,0,2,medium
347,স্বাদ চমৎকার ছিল এবং অপেক্ষা করতে হয়নি।,food_quality,positive,2,2,complex
2064,এখানকার খরচ অনেক বেশি ছিল।,price,negative,3,0,simple
1498,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সেবার মান মন্দ লেগেছে।,service,negative,4,0,medium
825,সেবা বা সার্ভিস বেশ চমৎকার।,service,positive,4,2,simple
2762,"তাজা উপকরণ ব্যবহার করায় রান্না ছিল অবিশ্বাস্য রকমের ভালো, অনেকদিন পর এমন খাবার খেলাম",food_quality,positive,2,2,complex
2262,"অভিজ্ঞ শেফ আছে বলে মনে হয়, সব মিলিয়ে খাবার মজাদার লেগেছে।",food_quality,positive,2,2,medium
2926,প্রথমবার সরাসরি গিয়েছিলাম এবং কর্মচারীদের ব্যবহার ছিল গ্রহণযোগ্য,service,positive,4,2,complex
4022,ওখানকার পরিবেশ মোটামুটি মানের ছিল,ambiance,neutral,0,1,simple
3157,রান্না ঠিকমতো হয়নি এবং আলোকসজ্জাও ভালো ছিল না যার ফলে সময় নষ্ট হয়েছে,ambiance,negative,0,0,complex
1400,পরিবেশন অসন্তোষজনক হওয়ায় আমরা সরাসরি চলে এসেছিলাম।,service,negative,4,0,medium
2681,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে পরিবেশন ব্যবস্থা বাজে ছিল,service,negative,4,0,medium
209,দাম অতিরিক্ত বেশি এবং কর্মীদের ব্যবহার সাধারণ মানের,price,negative,3,0,mixed
405,অভিজ্ঞ শেফ থাকা সত্ত্বেও খাবারের দাম অনুযায়ী মান সন্তোষজনক ছিল না।,price,negative,3,0,medium
3933,খাবারের প্রতিটি পদ মজাদার ছিল এবং পরিবারের সবাই পছন্দ করেছে,food_quality,positive,2,2,medium
3398,খাবারের স্বাদ মোটামুটি মানের ছিল।,food_quality,neutral,2,1,simple
1630,অভিজ্ঞ শেফ থাকায় সব মিলিয়ে দাম অনুযায়ী মান চমৎকার লেগেছে।,price,positive,3,2,medium
2207,ঠিকমতো রান্না না হলেও সব মিলিয়ে কর্মচারীদের ব্যবহার দারুণ লেগেছে।,service,positive,4,2,medium
1256,খরচ ভালো।,price,positive,3,2,simple
3266,পরিস্থিতি নিম্নমানের এবং পরিচ্ছন্নও অসন্তোষজনক।,ambiance,negative,0,0,mixed
2146,"দ্বিতীয়বার গিয়েছি এবং খাদ্যটা মজাদার, অপেক্ষা করতে হয়নি বেশি।",ambiance,positive,0,2,complex
2674,খাবার ছিল একদম স্বাদহীন।,food_quality,negative,2,0,simple
3435,কর্মচারীদের ব্যবহার খুবই বাজে ছিল,service,negative,4,0,simple
1287,খাবারের পদ নিম্নমানের এবং পরিচ্ছন্নতাও খুব বাজে ছিল।,food_quality,negative,2,0,mixed
3473,এখানকার পরিচ্ছন্নতা একদমই ভালো নয়।,cleanliness,negative,1,0,simple
3718,অনেকদিন পর গিয়েছিলাম এবং দাম বেশ সাশ্রয়ী বা সুন্দর ছিল।,price,positive,3,2,medium
3821,কর্মচারীদের ব্যবহার বেশ মন্দ ছিল।,service,negative,4,0,simple
1988,"দাম বেশি হওয়ায় খরচ অসন্তোষজনক লেগেছে, আরও ভালো আশা করেছিলাম।",price,negative,3,0,complex
2194,সুস্বাদু খাবার পেয়েছি।,food_quality,positive,2,2,simple
1458,"প্রথমবার গিয়েছিলাম, পরিচ্ছন্নতা গ্রহণযোগ্য ছিল।",cleanliness,positive,1,2,medium
3881,খুবই মন্দ বা খারাপ স্বাদের খাবার পেয়েছি,food_quality,negative,2,0,simple
1153,অভিজ্ঞ শেফ থাকা সত্ত্বেও সব মিলিয়ে পরিস্থিতি নিরস লেগেছে।,ambiance,negative,0,0,medium
2170,"বসার জায়গা সহজেই পেয়েছি, তবে আমরা পরিবেশ খারাপ পেয়েছি।",ambiance,negative,0,0,medium
1422,খাবারের দাম বেশ সাশ্রয়ী ও মনোরম ছিল।,price,positive,3,2,simple
636,নতুন হওয়ার কারণে হয়তো পরিচ্ছন্নতা সন্তোষজনক ছিল না।,cleanliness,negative,1,0,medium
1424,নতুন রেস্টুরেন্ট হওয়ায় হয়তো পরিবেশ মাঝারি মানের ছিল।,ambiance,neutral,0,1,medium
595,"অনেকদিন পর গিয়েছিলাম, পরিচ্ছন্নতা সেরা থাকলেও দ্রুত চলে আসতে হয়েছে।",cleanliness,positive,1,2,complex
2387,"আশা করেছিলাম ভালো হবে, কিন্তু প্রাইস বা দাম বিরক্তিকর লেগেছে।",price,negative,3,0,medium
2047,"আমাদের অভিজ্ঞতায় পদটি ভয়াবহ ছিল, কারণ পরিমাণ ছিল খুব কম।",food_quality,negative,2,0,complex
3733,ওয়েটারের ব্যবহার গড়পড়তা হলেও তা আশানুরূপ ছিল।,service,neutral,4,1,medium
697,"অভিজ্ঞ কর্মচারী থাকা সত্ত্বেও বিলের পরিমাণ ছিল অপ্রীতিকর, যা আশা করিনি।",price,negative,3,0,complex
1481,শেফ অভিজ্ঞ হলেও ওয়েটারের ব্যবহার ছিল গড়পড়তা।,service,neutral,4,1,complex
2918,খরচ ও পরিবেশ দুটিই মোটামুটি ভালো ছিল,price,neutral,3,1,mixed
1308,এখানকার খরচ বেশ স্বাভাবিক।,price,neutral,3,1,simple
1299,স্বাদ ছিল একদমই নিরস।,food_quality,negative,2,0,simple
1946,পরিবেশ প্রশংসনীয় ছিল।,ambiance,positive,0,2,simple
1917,ডিশ বিস্বাদ হলেও অন্য সবকিছু মনোরম ছিল।,food_quality,negative,2,0,medium
3410,খাবারের প্রতিটি পদ ছিল চমৎপ্রদ।,food_quality,positive,2,2,simple
2572,পরিবেশন ব্যবস্থা গড়পড়তা বা সাধারণ মানের ছিল।,service,neutral,4,1,simple
3736,খাবারের মান খুবই বাজে ছিল।,food_quality,negative,2,0,simple
399,বিলের পরিমাণ সন্তোষজনক ছিল এবং আমরা দ্রুত খেয়ে চলে গিয়েছিলাম।,price,positive,3,2,medium
1428,খাবারের মান মাঝারি ও স্বাভাবিক ছিল।,food_quality,neutral,2,1,medium
2554,দাম সাশ্রয়ী এবং খাবারের পদগুলোও চমৎকার ছিল।,price,positive,3,2,mixed
3362,খাবারটা মোটামুটি মানের ছিল,food_quality,neutral,2,1,simple
158,"সব মিলিয়ে খুব ভালো, ওয়েটার ভালো।",service,positive,4,2,medium
3447,সেবা উপভোগ্য ছিল এবং সব মিলিয়ে খুব ভালো লেগেছে,service,positive,4,2,medium
3099,খাবার সুস্বাদু হলেও অন্য সবকিছু ছিল অপর্যাপ্ত।,food_quality,positive,2,2,medium
2654,"খাবারের পরিমাণ কম ছিল, তবে পরিবেশ আশানুরূপ ও চলনসই ছিল।",ambiance,neutral,0,1,complex
2221,এখানকার প্রাইস বা মূল্য গ্রহণযোগ্য।,price,neutral,3,1,simple
793,খাবারের পদ সাধারণ হলেও অন্য সবকিছু দারুণ ছিল।,food_quality,neutral,2,1,medium
1880,"আমাদের অভিজ্ঞতায় খাদ্য অগ্রহণযোগ্য ছিল, কারণ ঠিকমতো রান্না হয়নি।",food_quality,negative,2,0,complex
173,"পরিস্থিতি বিরক্তিকর ছিল, খুবই হতাশ হয়েছি।",ambiance,negative,0,0,medium
3173,অনেক প্রত্যাশা থাকলেও কর্মচারীদের ব্যবহার ছিল অসন্তোষজনক,service,negative,4,0,medium
471,অসন্তোষজনক পরিস্থিতি ছিল।,ambiance,negative,0,0,simple
1882,অভিজ্ঞ শেফ থাকা সত্ত্বেও আমাদের অভিজ্ঞতায় বিলের পরিমাণ গড়পড়তা ছিল।,price,neutral,3,1,complex
3742,ওয়েটারের ব্যবহার নিরস হলেও অন্য সবকিছু ছিল সাধারণ।,service,negative,4,0,medium
1977,নিম্নমানের পরিষ্কার-পরিচ্ছন্নতা পেয়েছি।,cleanliness,negative,1,0,simple
4002,খাবার দ্রুত পরিবেশন করলেও প্রতিটি পদ ছিল অসন্তোষজনক।,food_quality,negative,2,0,medium
2633,"পরিবেশন ব্যবস্থা খুবই দুর্বল ছিল, আমি খুবই হতাশ হয়েছি",service,negative,4,0,medium
2675,খাবারের দামটি বেশ সাশ্রয়ী ছিল,price,positive,3,2,simple
1749,খাবারের মান পর্যাপ্ত না হলেও অন্য সবকিছু ঠিকঠাক ছিল।,food_quality,negative,2,0,medium
2379,"দ্বিতীয়বার গিয়েছি এবং ব্যবহার চমৎকার ছিল, যদিও খাবার আসতে অনেক সময় লেগেছে।",service,positive,4,2,complex
370,এখানকার পরিচ্ছন্নতা গ্রহণযোগ্য মানের।,cleanliness,neutral,1,1,simple
1418,"দাম অনেক বেশি ছিল, অথচ আশা করেছিলাম ভালো কিছু হবে।",price,negative,3,0,medium
3605,খাবারের প্রতিটি পদ আশানুরূপ ছিল এবং আলোকসজ্জাও ছিল উপভোগ্য।,food_quality,neutral,2,1,mixed
1985,এখানকার সার্ভিস নিম্নমানের।,service,negative,4,0,simple
2563,স্বাদ আশানুরূপ ছিল।,food_quality,neutral,2,1,simple
2213,সবকিছু গড়পড়তা হলেও খাবার ছিল চমৎপ্রদ।,food_quality,positive,2,2,complex
2075,এখানকার পদগুলো সাধারণ মানের।,food_quality,neutral,2,1,simple
3327,সবকিছু আশানুরূপ ছিল এবং প্রচুর ভিড় থাকা সত্ত্বেও দাম ছিল চলনসই,price,neutral,3,1,complex
65,পরিবেশনটা সন্তোষজনক।,service,positive,4,2,simple
907,প্রচুর ভিড় থাকা সত্ত্বেও স্বাদ ছিল অবিশ্বাস্য এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,2,2,complex
1187,"কর্মচারী নিম্নমানের ছিল, অনেক প্রত্যাশা ছিল।",service,negative,4,0,medium
3780,বন্ধুদের সাথে গিয়েছিলাম এবং ওখানকার পরিবেশন ব্যবস্থা ছিল চমৎপ্রদ।,service,positive,4,2,medium
2529,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খরচ আমাদের কাছে সাশ্রয়ী মনে হয়েছে,price,positive,3,2,medium
2549,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে পরিবেশ যথেষ্ট ভালো ছিল।,ambiance,neutral,0,1,medium
509,সাজসজ্জা সন্তোষজনক এবং খাবারের মানও উপভোগ্য ছিল।,ambiance,positive,0,2,mixed
816,খাবারের পদ মানসম্মত হলেও অন্য সবকিছু নিরস ছিল।,food_quality,neutral,2,1,medium
1399,প্রচুর ভিড় থাকা সত্ত্বেও খাবার সুস্বাদু ছিল।,food_quality,positive,2,2,medium
750,পরিচ্ছন্নতা বেশ প্রশংসনীয়।,cleanliness,positive,1,2,simple
3547,রাশ আওয়ার হওয়া সত্ত্বেও আমাদের অভিজ্ঞতায় তাদের ব্যবহার ছিল চমৎপ্রদ।,service,positive,4,2,complex
3925,খাবারের দাম হাতের নাগালে ছিল এবং পরিবেশও ছিল বেশ উপভোগ্য,price,positive,3,2,mixed
422,খাবারের মান ভালো এবং আলোকসজ্জাও চমৎকার ছিল।,food_quality,positive,2,2,mixed
1728,"বন্ধুদের সাথে গিয়েছিলাম, পরিবেশন চমৎকার হলেও খাবার আসতে দেরি হয়েছে।",service,positive,4,2,complex
1788,"পরিবেশ চমৎকার, আমি অবশ্যই আবার যাব।",price,positive,3,2,complex
1595,"অভিজ্ঞ শেফ থাকলেও পরিবেশন ভালো ছিল না, যা সময়ের অপচয়।",service,negative,4,0,complex
477,সার্ভিস খারাপ থাকলেও আমাদের খুব বেশি অপেক্ষা করতে হয়নি।,service,negative,4,0,medium
2865,সরাসরি গিয়েছিলাম কিন্তু ওয়েটারের ব্যবহার খারাপ ছিল এবং সময় নষ্ট হয়েছে,service,negative,4,0,complex
2287,মূল্য গ্রহণযোগ্য এবং খাবারের মানও মোটামুটি।,price,positive,3,2,mixed
2689,তাজা উপকরণ ব্যবহার করায় আমাদের অভিজ্ঞতায় খাবারের মান ঠিকঠাক ছিল,food_quality,positive,2,2,complex
3822,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে ওয়েটারের ব্যবহার চমৎপ্রদ লেগেছে।,service,positive,4,2,medium
1647,এখানকার কর্মচারীদের ব্যবহার বেশ চমৎকার।,service,positive,4,2,simple
3737,পরিচ্ছন্নতা অসন্তোষজনক ছিল এবং সেখানে যাওয়াটা ছিল স্রেফ টাকার অপচয়।,cleanliness,negative,1,0,medium
3816,সবকিছু স্বাভাবিক মানের এবং প্রতিটি পদ ছিল মাঝারি।,food_quality,neutral,2,1,medium
3867,ব্যবহার গড়পড়তা হলেও অন্য সবকিছু ছিল অপর্যাপ্ত,service,neutral,4,1,medium
956,কোনো অভিযোগ না থাকলেও খাবার ছিল গড়পড়তা মানের।,food_quality,negative,2,0,complex
598,"আলোর ব্যবস্থা যথেষ্ট ছিল, তবে অন্য কিছু গড়পড়তা।",ambiance,neutral,0,1,medium
722,আমরা বুকিং করে গিয়েছিলাম এবং দামও বেশ ভালো পেয়েছি।,price,positive,3,2,medium
63,"সব মিলিয়ে রান্না উপভোগ্য লেগেছে, রাশ আওয়ার ছিল।",food_quality,positive,2,2,medium
2125,"যদিও মান আশানুরূপ, তবুও বিল অনেক বেশি।",price,negative,3,0,complex
1202,খাবারের মান মোটামুটি এবং খরচও মন্দ।,food_quality,neutral,2,1,mixed
3789,খাবারের মান একদমই ভালো ছিল না বা নিরস ছিল।,food_quality,negative,2,0,simple
2545,দাম সন্তোষজনক হলেও অন্য সবকিছু ছিল সাধারণ মানের।,price,positive,3,2,medium
2751,অভিজ্ঞ শেফ থাকায় আমাদের অভিজ্ঞতায় খাবারের দাম ও মান চমৎকার মনে হয়েছে,price,positive,3,2,complex
583,পর্যাপ্ত ওয়েটার থাকলেও অন্য সবকিছু বিরক্তিকর ছিল।,service,neutral,4,1,medium
2620,অনেকদিন পর গিয়েছিলাম এবং রাশ আওয়ার হওয়া সত্ত্বেও পরিচ্ছন্নতা ছিল মুগ্ধকর,cleanliness,positive,1,2,complex
1891,তাজা উপকরণ ব্যবহার করলেও সব মিলিয়ে পরিস্থিতি বেশ বাজে ছিল।,ambiance,negative,0,0,medium
1672,খরচ বেশ চমৎকার ছিল।,price,positive,3,2,simple
2732,সবকিছু চলনসই হলেও ব্যবহার ছিল খুবই সাধারণ মানের,service,neutral,4,1,complex
1737,"দ্বিতীয়বার গিয়েছি, স্বাদ ছিল চমৎকার।",food_quality,positive,2,2,medium
425,পরিচ্ছন্নতা মানসম্মত এবং প্রত্যাশা অনুযায়ী ছিল।,cleanliness,neutral,1,1,medium
11,সব মিলিয়ে পরিবেশ বেশ চমৎকার ছিল এবং কর্মচারীরা বেশ অভিজ্ঞ।,cleanliness,neutral,1,1,simple
1937,সেবাটা নিম্নমানের।,service,negative,4,0,simple
3417,কোনো অভিযোগ নেই; রান্না মাঝারি মানের হলেও তারা দ্রুত পরিবেশন করেছে।,food_quality,neutral,2,1,complex
2031,"কর্মচারীরা অমায়িক ছিল, সব মিলিয়ে খুব ভালো।",service,positive,4,2,medium
109,রেস্তোরাঁর আলোকসজ্জা প্রশংসনীয়। ,ambiance,positive,0,2,simple
3010,খাবারের পরিমাণ কম ছিল এবং সব মিলিয়ে পরিস্থিতি ছিল গড়পড়তা।,ambiance,neutral,0,1,medium
412,সব মিলিয়ে খরচ চলনসই হলেও দাম কিছুটা বেশি মনে হয়েছে।,price,neutral,3,1,medium
953,"প্রথমবার গিয়েছিলাম, বিলের পরিমাণ বেশ ভালো ছিল।",price,positive,3,2,medium
2664,পরিমাণ কম হলেও খাবারের স্বাদ ছিল সুস্বাদু।,food_quality,positive,2,2,medium
1284,"বুকিং করে গিয়েছিলাম, খাবার বেশ পছন্দ হয়েছে এবং সবকিছুই ভালো ছিল।",food_quality,positive,2,2,complex
727,"অনেকদিন পর গেলাম, পরিবেশন মনোরম এবং সার্ভিসও দ্রুত ছিল।",service,positive,4,2,complex
1408,অভিজ্ঞ শেফ থাকায় খাবারের মান গ্রহণযোগ্য ছিল।,food_quality,positive,2,2,medium
912,পরিবেশ প্রত্যাশা অনুযায়ী ছিল।,ambiance,neutral,0,1,simple
2976,পরিবেশ বেশ মজাদার ছিল।,ambiance,positive,0,2,simple
2614,দাম খুব সাশ্রয়ী বা মনোরম ছিল,price,positive,3,2,simple
2789,কর্মচারীরা অভিজ্ঞ হলেও সব মিলিয়ে পরিচ্ছন্নতা ছিল মাঝারি মানের,cleanliness,neutral,1,1,medium
657,এখানকার রান্না মনোরম।,food_quality,positive,2,2,simple
1778,"চমৎপ্রদ সেবা, তবে অন্য কিছু গ্রহণযোগ্য।",service,positive,4,2,medium
266,আলোর ব্যবস্থা উপভোগ্য হলেও খাবার আসতে অনেক দেরি হয়েছে।,ambiance,positive,0,2,medium
2720,খাবারের মান অনুযায়ী দাম অনেক বেশি ছিল যা স্রেফ টাকার অপচয়,price,negative,3,0,medium
1721,রান্না ঠিকমতো না হওয়ায় সব মিলিয়ে ব্যবহার নিম্নমানের মনে হয়েছে।,service,negative,4,0,medium
3106,খুবই নিম্নমানের পরিবেশন পেয়েছি।,service,negative,4,0,simple
395,মজাদার স্বাদ পেয়েছি।,food_quality,positive,2,2,simple
3346,সার্ভিস যেমন বাজে ছিল খাবারও ছিল তেমনি বিরক্তিকর,service,negative,4,0,mixed
624,পরিচ্ছন্নতা মোটেও সন্তোষজনক ছিল না।,cleanliness,negative,1,0,simple
2647,"বন্ধুদের সাথে গিয়েছিলাম, খাবার খুব সুস্বাদু ছিল।",food_quality,positive,2,2,medium
3192,"খাবারের দাম সাশ্রয়ী ছিল, তবে খাবার আসতে অনেক সময় লেগেছে।",price,positive,3,2,medium
2347,"সব মিলিয়ে খুব ভালো, ওয়েটারদের ব্যবহার গ্রহণযোগ্য।",service,positive,4,2,medium
3758,অনেক প্রত্যাশা থাকলেও খাবার ছিল একদম বিস্বাদ।,food_quality,negative,2,0,medium
2595,"দামের তুলনায় মান ভালো না, তাই আর যাব না।",price,negative,3,0,medium
2971,"সার্ভিস একদমই ভালো ছিল না, যা স্রেফ টাকার অপচয়।",service,negative,4,0,medium
3687,আলোকসজ্জা গড়পড়তা বা সাধারণ মানের ছিল,ambiance,neutral,0,1,simple
1231,তাজা উপকরণ ব্যবহার করলেও কর্মচারীদের ব্যবহার ছিল গড়পড়তা।,service,neutral,4,1,complex
1819,বুকিং করে গেলেও আমরা পরিবেশ খুব খারাপ পেয়েছি।,ambiance,negative,0,0,medium
3515,"পরিবেশ ও পরিস্থিতি খারাপ ছিল, তাই আর যাব না।",ambiance,negative,0,0,medium
1605,খাবারের ডিশগুলো দারুণ ছিল।,food_quality,positive,2,2,simple
1805,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, পরিবেশ ভালো ছিল এবং আমি আবার যাব।",ambiance,positive,0,2,complex
2333,"আশা করেছিলাম ভালো হবে, কিন্তু বিল বা খরচ অনুযায়ী মান দুর্বল ছিল।",price,negative,3,0,medium
3704,"খাবারের পদগুলো যেমন সুন্দর ছিল, কর্মচারীদের ব্যবহারও ছিল তেমন প্রশংসনীয়।",food_quality,positive,2,2,mixed
2857,তাজা উপকরণ ব্যবহার করায় সব মিলিয়ে খরচটি আশানুরূপ মনে হয়েছে,price,neutral,3,1,medium
2989,"অনেকদিন পর গিয়েছিলাম, অভিজ্ঞ শেফ থাকায় সার্ভিস খুব পছন্দ হয়েছে।",service,positive,4,2,complex
749,"পরিস্থিতি অসন্তোষজনক ছিল, পুরো টাকাটাই অপচয়।",ambiance,negative,0,0,medium
3329,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে প্রতিটি পদ ছিল উপভোগ্য,food_quality,positive,2,2,medium
3276,ব্যবহার চমৎকার।,service,positive,4,2,simple
1717,এখানকার ডিশগুলো বেশ উপভোগ্য।,food_quality,positive,2,2,simple
2984,"খরচ নাগালের মধ্যে ছিল, তাই আবার যাব নিশ্চিত।",price,positive,3,2,medium
3766,একেবারেই বিস্বাদ খাবার পেয়েছি।,food_quality,negative,2,0,simple
3127,আলোকসজ্জা গ্রহণযোগ্য হলেও অন্য সবকিছু ছিল সাধারণ মানের।,ambiance,positive,0,2,medium
2389,নতুন বলে হয়তো সব মিলিয়ে খাবার মোটামুটি লেগেছে।,food_quality,neutral,2,1,medium
2276,পদ খারাপ হওয়ায় আর যাব না।,food_quality,negative,2,0,medium
759,ডিশ সুস্বাদু ছিল এবং দামও মোটামুটি ছিল।,food_quality,positive,2,2,mixed
1542,খাবার বেশ মনোরম ছিল।,food_quality,positive,2,2,simple
797,নতুন হওয়ার কারণে হয়তো দাম আমাদের কাছে ঠিকঠাক মনে হয়েছে।,price,neutral,3,1,complex
295,এখানকার দাম বা খরচ যৌক্তিক।,price,neutral,3,1,simple
2848,দামের তুলনায় মান খারাপ ছিল তবে অন্য সবকিছু ছিল সাধারণ,price,negative,3,0,medium
724,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, পরিচ্ছন্নতা প্রত্যাশা অনুযায়ী গড়পড়তা ছিল।",cleanliness,neutral,1,1,complex
2018,রাশ আওয়ার হওয়া সত্ত্বেও সব মিলিয়ে বিল সন্তোষজনক লেগেছে।,price,positive,3,2,medium
3181,আশা করেছিলাম ভালো হবে কিন্তু খাবারের প্রতিটি পদ ছিল মন্দ,food_quality,negative,2,0,medium
116,বিলের পরিমাণটি যুক্তিযুক্ত ছিল। ,price,positive,3,2,simple
3676,সবকিছু আশানুরূপ এবং ওয়েটারের ব্যবহারও ছিল ঠিকঠাক,service,neutral,4,1,medium
1864,খাবার মাঝারি ও গড়পড়তা মানের ছিল।,food_quality,neutral,2,1,medium
3430,পরিবেশন ব্যবস্থা বেশ গ্রহণযোগ্য ছিল,service,positive,4,2,simple
3230,খাবার আসতে অনেক সময় লাগলেও পরিচ্ছন্নতা ছিল মনোমুগ্ধকর।,cleanliness,positive,1,2,complex
3641,আশা করেছিলাম ভালো হবে কিন্তু তাদের ব্যবহার ছিল খুব খারাপ।,service,negative,4,0,medium
2639,খাবারের প্রতিটি পদ মোটামুটি গ্রহণযোগ্য ছিল,food_quality,neutral,2,1,simple
329,"ওয়েটার চমৎকার ছিল, কিন্তু রান্না মোটামুটি।",service,positive,4,2,mixed
132,"সব মিলিয়ে স্বাদ সুস্বাদু লেগেছে, কর্মচারীরা অভিজ্ঞ।",food_quality,positive,2,2,medium
203,সময় নষ্ট হয়েছে কারণ খাবারটি ছিল বিস্বাদ,food_quality,negative,2,0,medium
2882,সবকিছু চলনসই এবং খাবারের পরিমাণ পর্যাপ্ত ছিল,food_quality,neutral,2,1,medium
1069,নতুন হওয়ার কারণেই হয়তো আমাদের অভিজ্ঞতায় তাদের ব্যবহার মোটামুটি খারাপ ছিল।,service,negative,4,0,complex
1282,বিলের পরিমাণ সাশ্রয়ী হলেও আলোর ব্যবস্থা ছিল গড়পড়তা।,price,positive,3,2,mixed
2996,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, খাবারের মান মোটামুটি ছিল এবং কোনো অভিযোগ নেই।",food_quality,neutral,2,1,complex
708,অনেকদিন পর গেলাম এবং পরিচ্ছন্নতা বেশ ভালো ছিল।,cleanliness,positive,1,2,medium
2369,"স্বচ্ছতা চমৎকার ছিল, তবে অন্য কিছু মন্দ লেগেছে।",cleanliness,positive,1,2,medium
2348,আমরা খরচ অনেক বেশি মনে করেছি এবং সরাসরি চলে গিয়েছিলাম।,price,negative,3,0,medium
1923,পদটি খারাপ ছিল।,food_quality,negative,2,0,simple
507,খাবারের পরিমাণ কম থাকলেও স্বাদ ছিল দুর্দান্ত।,food_quality,positive,2,2,complex
1767,গ্রহণযোগ্য পরিবেশ পেয়েছি।,ambiance,positive,0,2,simple
1106,কোনো অভিযোগ নেই এবং আলোকসজ্জা বেশ পছন্দ হয়েছে।,ambiance,positive,0,2,complex
2295,পরিষ্কার-পরিচ্ছন্নতা চমৎকার এবং ব্যবহারও উপভোগ্য।,cleanliness,positive,1,2,mixed
3505,"পর্যাপ্ত কর্মচারী ছিল না, তবে অন্য সবকিছু ছিল মোটামুটি।",service,negative,4,0,medium
1108,পরিমাণ কম হওয়ায় আমাদের অভিজ্ঞতায় সার্ভিস আশানুরূপ মনে হয়নি।,service,negative,4,0,complex
817,সবকিছু গড়পড়তা হলেও বিলের পরিমাণ মোটেও ভালো ছিল না।,price,negative,3,0,complex
207,খাবারটি চমৎকার ছিল,food_quality,positive,2,2,simple
2963,ওয়েটারের ব্যবহার চমৎপ্রদ ছিল।,service,positive,4,2,simple
685,রান্না ঠিকমতো না হলেও কর্মচারীদের ব্যবহার প্রত্যাশা অনুযায়ী ছিল।,service,neutral,4,1,medium
1676,খাবারের পদগুলো মজাদার হলেও বাকি সবকিছু মন্দ ছিল।,food_quality,positive,2,2,medium
3823,বিলের পরিমাণ বা টাকা ছিল চমৎপ্রদ।,price,positive,3,2,simple
2345,"আশা করেছিলাম ভালো হবে, কিন্তু কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও পরিস্থিতি ভয়াবহ ছিল।",ambiance,negative,0,0,complex
3681,তাজা উপকরণ ব্যবহার করায় সব মিলিয়ে সাজসজ্জা ও পরিবেশ সুন্দর লেগেছে,ambiance,positive,0,2,medium
245,এখানকার পরিচ্ছন্নতা প্রত্যাশা অনুযায়ী ভালো।,cleanliness,neutral,1,1,simple
1213,ওয়েটার মনোরম।,service,positive,4,2,simple
2028,প্রশংসনীয় সেবা ছিল।,service,positive,4,2,simple
2895,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে খাবারের স্বাদ ছিল বিরক্তিকর,food_quality,negative,2,0,medium
3457,এখানকার কর্মচারীদের ব্যবহার ঠিকঠাক।,service,neutral,4,1,simple
1217,এখানে পরিচ্ছন্ন সন্তোষজনক।,cleanliness,positive,1,2,simple
1585,বিলের পরিমাণ বেশ প্রশংসনীয়।,price,positive,3,2,simple
1679,খাবারের পরিমাণ কম এবং কর্মচারীদের ব্যবহার বিরক্তিকর ছিল।,service,negative,4,0,medium
