review_id,text,aspect,sentiment,aspect_id,sentiment_id,original_text,is_adversarial,complexity
367,অভিজ্ঞ কর্মচারীদের কারণে সেবা চমৎকার ছিল।,service,positive,4,2,,,complex
1925,"আমরা খাবারের মান স্বাদহীন পেয়েছি, যদিও বুকিং করে গিয়েছিলাম।",food_quality,negative,2,0,,,medium
373,কর্মচারীদের ব্যবহার দারুণ ছিল।,service,positive,4,2,,,simple
96,এখানে পরিবেশ মন্দ।,ambiance,negative,0,0,,,simple
adv_836_490,থাকলেও অন্য সবকিছু বিরক্তিকর ছিল।,service,neutral,4,1,পর্যাপ্ত ওয়েটার থাকলেও অন্য সবকিছু বিরক্তিকর ছিল।,TRUE,
3931,সার্ভিস বা সেবা পর্যাপ্ত না হলেও অন্য সবকিছু ছিল যথেষ্ট ভালো,service,negative,4,0,,,medium
3471,খুবই চমৎকার পরিবেশন পেয়েছি।,service,positive,4,2,,,simple
224,"কর্মচারী বন্ধুসুলভ ছিলেন, প্রথমবার গিয়ে ভালো লেগেছে।",service,positive,4,2,,,medium
1672,খরচ বেশ চমৎকার ছিল।,price,positive,3,2,,,simple
adv_2305_186,সবকিছু প্রত্যাশা অনুযায়ী হলেও পরিবেশন পদ্ধতি বাজে। ছিল,service,negative,4,0,সবকিছু প্রত্যাশা অনুযায়ী হলেও পরিবেশন পদ্ধতি ছিল বাজে।,TRUE,
adv_1408_221,উপভোগ্য পদগুলো খাবারের ছিল।,food_quality,positive,2,2,খাবারের পদগুলো উপভোগ্য ছিল।,TRUE,
3065,প্রথমবার গিয়েছিলাম এবং রান্না ছিল খুবই সুস্বাদু।,food_quality,positive,2,2,,,medium
3502,দাম অনুযায়ী মান বাজে হলেও অন্য সবকিছু ছিল গ্রহণযোগ্য।,price,negative,3,0,,,medium
552,অভিজ্ঞ কর্মচারীদের কারণে খাবারের স্বাদ প্রশংসনীয় লেগেছে।,food_quality,positive,2,2,,,medium
231,"আমাদের অভিজ্ঞতায় কর্মচারী অনবদ্য ছিল, সম্ভবত নতুন বলেই তারা বেশ আন্তরিক।",service,positive,4,2,,,complex
adv_110_63,স্বাদ প্রশংসনীয়।,food_quality,positive,2,2,খাবারের স্বাদ প্রশংসনীয়।,TRUE,
adv_193_433,বিলের ছিল মানসম্মত পরিমাণ,price,positive,3,2,বিলের পরিমাণ মানসম্মত ছিল,TRUE,
1910,"বন্ধুদের সাথে গিয়েছিলাম, পরিস্থিতি দারুণ ছিল এবং অপেক্ষা করতে হয়নি।",ambiance,positive,0,2,,,complex
adv_1788_82,"সব মিলিয়ে খাবার খুব ভালো এবং বিলও নাগালের মধ্যে ছিল, তবে অভিজ্ঞতা আসতে দেরি হয়েছে।",price,positive,3,2,"সব মিলিয়ে অভিজ্ঞতা খুব ভালো এবং বিলও নাগালের মধ্যে ছিল, তবে খাবার আসতে দেরি হয়েছে।",TRUE,
3798,পরিষ্কার-পরিচ্ছন্নতা বেশ সাধারণ মানের ছিল।,cleanliness,neutral,1,1,,,simple
306,দামের তুলনায় মান ছিল নিরস।,price,negative,3,0,,,simple
1258,"সব মিলিয়ে ডিশ বিস্বাদ লেগেছে, রাশ আওয়ার ছিল।",food_quality,negative,2,0,,,medium
adv_1052_363,এবং গিয়েছিলাম সন্ধ্যায় খাবারের মান ছিল মাঝারি,food_quality,neutral,2,1,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবারের মান ছিল মাঝারি,TRUE,
1833,তাজা উপকরণ ব্যবহার করলেও আমাদের অভিজ্ঞতায় কর্মচারীদের ব্যবহার অপ্রীতিকর ছিল।,service,negative,4,0,,,complex
adv_1426_232,পরিমাণ কম এবং খাবারের অপচয় মন্দ হওয়ায় এটি স্রেফ টাকার মান ছিল।,food_quality,negative,2,0,পরিমাণ কম এবং খাবারের মান মন্দ হওয়ায় এটি স্রেফ টাকার অপচয় ছিল।,TRUE,
adv_107_40,সেবা আশানুরূপ ছিল এবং কোনো অভিযোগ অভিযোগ নেই; বুকিং করে গিয়েছিলাম।,service,neutral,4,1,সেবা আশানুরূপ ছিল এবং কোনো অভিযোগ নেই; বুকিং করে গিয়েছিলাম।,TRUE,
1686,খাবারের মূল্য অনুযায়ী মান বেশ দুর্বল।,price,negative,3,0,,,simple
1992,স্বাদটা অসন্তোষজনক।,food_quality,negative,2,0,,,simple
1172,"খাদ্য বাজে ছিল, আশা করেছিলাম ভালো হবে।",food_quality,negative,2,0,,,medium
120,খরচটা উপভোগ্য।,price,positive,3,2,,,simple
2636,ওয়েটারের ব্যবহার খুব খারাপ ছিল,service,negative,4,0,,,simple
1507,সবকিছু চলনসই হলেও বিলের পরিমাণ ছিল স্বাভাবিক।,price,neutral,3,1,,,complex
adv_1755_288,"রিভিউ দেখে গিয়েছিলাম, স্বাদ কিন্তু মন্দ ছিল।",food_quality,negative,2,0,"রিভিউ দেখে গিয়েছিলাম, কিন্তু স্বাদ মন্দ ছিল।",TRUE,
1081,সবকিছু স্বাভাবিক মানের হলেও রান্না খুব একটা মন্দ ছিল না।,food_quality,positive,2,2,,,complex
4007,পরিবেশন ব্যবস্থা খুবই খারাপ ছিল,service,negative,4,0,,,simple
2434,ওয়েটারের ব্যবহার ভালো ছিল না।,service,negative,4,0,,,simple
1304,শুক্রবার সন্ধ্যায় দ্বিতীয়বার গিয়েছিলাম এবং কর্মচারীদের ব্যবহার ছিল সেরা।,service,positive,4,2,,,complex
3811,এখানকার প্রতিটি পদ অত্যন্ত সুস্বাদু।,food_quality,positive,2,2,,,simple
2478,দাম ছিল অযৌক্তিক এবং স্রেফ টাকার অপচয়,price,negative,3,0,,,medium
273,খাবার খুবই নিম্নমানের ছিল।,food_quality,negative,2,0,,,simple
1681,"রান্না ঠিকমতো হয়নি এবং পরিচ্ছন্নতা খুবই বাজে ছিল, তাই আর যাব না।",cleanliness,negative,1,0,,,complex
adv_1052_364,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবারের ছিল মান মাঝারি,food_quality,neutral,2,1,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবারের মান ছিল মাঝারি,TRUE,
adv_1696_467,অভিজ্ঞ শেফ থাকা সত্ত্বেও আমাদের অভিজ্ঞতায় রান্না বিরক্তিকর। ছিল বিরক্তিকর।,food_quality,negative,2,0,অভিজ্ঞ শেফ থাকা সত্ত্বেও আমাদের অভিজ্ঞতায় রান্না ছিল বিরক্তিকর।,TRUE,
3621,খাবারটি মাঝারি মানের ছিল।,food_quality,neutral,2,1,,,simple
3950,"খাবার আসতে অনেক সময় লাগলেও আলোকসজ্জা ভালো ছিল, সবাইকে আসার অনুরোধ করব।",ambiance,positive,0,2,,,complex
1828,খাবার বেশ সুস্বাদু ও সুন্দর ছিল।,food_quality,positive,2,2,,,simple
4002,খাবার দ্রুত পরিবেশন করলেও প্রতিটি পদ ছিল অসন্তোষজনক।,food_quality,negative,2,0,,,medium
adv_2429_473,"নিরস। পরিষ্কার-পরিচ্ছন্নতা, তে অন্য কিছু মনোরম",cleanliness,positive,1,2,"মনোরম পরিষ্কার-পরিচ্ছন্নতা, তে অন্য কিছু নিরস।",TRUE,
1209,এখানে আবহাওয়া মনোরম।,ambiance,positive,0,2,,,simple
3521,খাবারের গ্রহণযোগ্য ছিল।,food_quality,positive,2,2,,,simple
2507,পরিবেশন ব্যবস্থা অপর্যাপ্ত এবং পরিচ্ছন্নতাও ছিল সাধারণ মানের,service,negative,4,0,,,mixed
3815,এখানকার খাবার খুবই বিরক্তিকর।,food_quality,negative,2,0,,,simple
4028,স্বাভাবিক খাবার পেয়েছি।,food_quality,neutral,2,1,,,simple
1001,"পরিবেশন পদ্ধতি গড়পড়তা ছিল, তবে আরও ভালো হতে পারত।",service,negative,4,0,,,complex
1178,চমৎপ্রদ মূল্য ছিল।,price,positive,3,2,,,simple
138,"বন্ধুদের সাথে গিয়েছিলাম, পরিস্থিতি সন্তোষজনক।",ambiance,positive,0,2,,,medium
2792,রিভিউ দেখে গিয়েছিলাম কিন্তু সেবা অগ্রহণযোগ্য ছিল যদিও তারা দ্রুত খাবার পরিবেশন করেছে,service,negative,4,0,,,complex
689,তাজা উপকরণ ব্যবহার করা হলেও আমাদের অভিজ্ঞতায় খাবারের মান ছিল গড়পড়তা।,food_quality,negative,2,0,,,complex
2364,"পরিবেশন মনোরম ছিল, পরিবারের সবাই পছন্দ করেছে।",service,positive,4,2,,,medium
1736,প্রচুর ভিড় এবং নিম্নমানের দামের কারণে প্রত্যাশা পূরণ হয়নি।,price,negative,3,0,,,complex
2084,মান স্বাভাবিক এবং দামও যথেষ্ট সঙ্গতিপূর্ণ।,price,neutral,3,1,,,medium
1492,সবকিছু আশানুরূপ ছিল এবং খাবারও যথেষ্ট ভালো।,food_quality,positive,2,2,,,complex
1474,ডিশ চমৎকার ছিল এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,2,2,,,medium
3864,দামের তুলনায় পরিমাণ অপর্যাপ্ত ছিল কিন্তু খাবারের মান ছিল ঠিকঠাক,price,negative,3,0,,,mixed
adv_606_342,প্রতিটি পদ গ্রহণযোগ্য ছিল এবং সব মিলিয়ে খুব লেগেছে। ভালো লেগেছে।,food_quality,positive,2,2,প্রতিটি পদ গ্রহণযোগ্য ছিল এবং সব মিলিয়ে খুব ভালো লেগেছে।,TRUE,
919,সার্ভিস এবং খাবার—উভয়ই খুব খারাপ ছিল।,service,negative,4,0,,,mixed
1074,"সার্ভিস পর্যাপ্ত ছিল না, তাই আর যাব না।",service,negative,4,0,,,medium
223,"কর্মচারী ভালো ছিলেন, কিন্তু দাম তুলনামূলক বেশি।",service,neutral,4,1,,,mixed
3493,এখানকার খাবারের মান বেশ ভালো।,food_quality,positive,2,2,,,simple
adv_107_41,সেবা আশানুরূপ এবং কোনো অভিযোগ করে বুকিং নেই; গিয়েছিলাম।,service,neutral,4,1,সেবা আশানুরূপ ছিল এবং কোনো অভিযোগ নেই; বুকিং করে গিয়েছিলাম।,TRUE,
2825,অভিজ্ঞ শেফ থাকায় আমাদের অভিজ্ঞতায় খাবারের দাম ও মান বেশ ভালো ছিল,price,positive,3,2,,,complex
adv_2093_281,ছিল। আওয়ার হওয়া সত্ত্বেও খাবারের দাম গ্রহণযোগ্য রাশ,price,positive,3,2,রাশ আওয়ার হওয়া সত্ত্বেও খাবারের দাম গ্রহণযোগ্য ছিল।,TRUE,
adv_2076_97,"কোনো বেশি। খাবার স্বাভাবিক ছিল, অপেক্ষা করতে হয়নি নেই",food_quality,neutral,2,1,"কোনো অভিযোগ নেই এবং খাবার স্বাভাবিক ছিল, অপেক্ষা করতে হয়নি বেশি।",TRUE,
1522,সেবার মান নিম্নমানের হওয়ায় খুবই হতাশ হয়েছি।,service,negative,4,0,,,medium
3706,রিভিউ দেখে গিয়েছিলাম কিন্তু খাবারের স্বাদ ছিল অপর্যাপ্ত বা আশানুরূপ নয়।,food_quality,negative,2,0,,,medium
1215,আমরা পরিচ্ছন্নতা চমৎপ্রদ পেয়েছি এবং বুকিং করে গিয়েছিলাম।,cleanliness,positive,1,2,,,medium
967,খাবার বেশ সন্তোষজনক ছিল।,food_quality,positive,2,2,,,simple
2397,পরিবেশ দুর্বল মানের।,ambiance,negative,0,0,,,simple
3612,"ওখানকার পরিস্থিতি বা পরিবেশ বিরক্তিকর ছিল, তাই আর যাব না।",ambiance,negative,0,0,,,medium
2392,এখানকার খাবার দারুণ।,food_quality,positive,2,2,,,simple
adv_915_138,অনেকদিন পর গেলাম এবং ভালো বেশ পরিচ্ছন্নতা ছিল।,cleanliness,positive,1,2,অনেকদিন পর গেলাম এবং পরিচ্ছন্নতা বেশ ভালো ছিল।,TRUE,
3408,পরিচ্ছন্নতা আশানুরূপ হলেও সবকিছু ছিল গড়পড়তা।,cleanliness,neutral,1,1,,,medium
907,প্রচুর ভিড় থাকা সত্ত্বেও স্বাদ ছিল অবিশ্বাস্য এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,2,2,,,complex
1820,এখানকার পরিচ্ছন্নতা বেশ ভালো।,cleanliness,positive,1,2,,,simple
3275,"আলো অপর্যাপ্ত ছিল, আশা করেছিলাম ভালো হবে।",ambiance,negative,0,0,,,medium
3008,নতুন রেস্তোরাঁ হওয়ায় আমাদের অভিজ্ঞতায় কর্মচারীদের ব্যবহার ছিল উপভোগ্য।,service,positive,4,2,,,complex
269,"যদিও আরও ভালো হতে পারত, তবে পরিচ্ছন্নতা একেবারেই জঘন্য ছিল।",cleanliness,negative,1,0,,,complex
105,ওয়েটারের সেবা চমৎকার ছিল,service,positive,4,2,,,simple
adv_1655_409,খাবারের ভিড় থাকা সত্ত্বেও প্রচুর স্বাদ প্রশংসনীয় ছিল।,food_quality,positive,2,2,প্রচুর ভিড় থাকা সত্ত্বেও খাবারের স্বাদ প্রশংসনীয় ছিল।,TRUE,
1566,পরিচ্ছন্নতা মন্দ হলেও অন্য সবকিছু চমৎকার ছিল।,cleanliness,negative,1,0,,,medium
54,"যদিও চলনসই, তবুও স্বচ্ছতা অপ্রীতিকর।",cleanliness,negative,1,0,,,complex
3196,বেশ মনোরম খাবার পেয়েছি।,food_quality,positive,2,2,,,simple
1279,পরিচ্ছন্নতা খারাপ থাকলেও অন্য সবকিছু প্রশংসনীয় ছিল।,cleanliness,negative,1,0,,,medium
2870,এখানকার খরচ সন্তোষজনক,price,positive,3,2,,,simple
2577,খাবারের মান বিরক্তিকর হলেও অন্য সবকিছু সন্তোষজনক ছিল।,food_quality,negative,2,0,,,medium
adv_538_457,খাবারের বা খরচ দাম বেশ ভালো।,price,positive,3,2,খাবারের খরচ বা দাম বেশ ভালো।,TRUE,
695,"পরিবেশ আরও ভালো হতে পারত, তবে এটি বেশ খারাপই ছিল।",ambiance,negative,0,0,,,complex
2944,পরিচ্ছন্নতা গড়পড়তা বা সাধারণ মানের ছিল,cleanliness,neutral,1,1,,,simple
166,"খরচ বেশ সাশ্রয়ী, তবে অন্যান্য সবকিছুই গড়পড়তা মানের।",price,positive,3,2,,,medium
2686,খাবারের মান বেশ সুস্বাদু ছিল,food_quality,positive,2,2,,,simple
399,বিলের পরিমাণ সন্তোষজনক ছিল এবং আমরা দ্রুত খেয়ে চলে গিয়েছিলাম।,price,positive,3,2,,,medium
3007,"আশা করেছিলাম ভালো হবে, কিন্তু অভিজ্ঞ কর্মচারী থাকা সত্ত্বেও আলোকসজ্জা ছিল হতাশাজনক।",ambiance,negative,0,0,,,complex
854,ডিশটি বাজে ছিল।,food_quality,negative,2,0,,,simple
3523,"পরিবারের সবাই পছন্দ করেছে এবং রান্নার মান মন্দ ছিল না, যদিও খাবার আসতে দেরি হয়েছে।",food_quality,positive,2,2,,,complex
adv_2459_426,"চমৎকার ছিল, রেকমেন্ড করবো, দ্রুত সার্ভ",ambiance,positive,0,2,"আলো চমৎকার ছিল, সবাইকে রেকমেন্ড করবো, দ্রুত সার্ভ করেছে।",TRUE,
2446,খাবার আশানুরূপ ছিল।,food_quality,neutral,2,1,,,simple
1752,খাবারের মান মানসম্মত ছিল এবং আমরা দ্রুত খেয়ে চলে এসেছি।,food_quality,neutral,2,1,,,medium
2235,"আশা করেছিলাম ভালো হবে, কিন্তু কর্মচারীদের ব্যবহার মন্দ ছিল।",service,negative,4,0,,,medium
2951,দামের পরিমাণ সন্তোষজনক না হলেও অন্য সবকিছু ছিল সুন্দর,price,negative,3,0,,,medium
3059,পরিচ্ছন্নতা গ্রহণযোগ্য এবং আলোকসজ্জাও ছিল দারুণ।,cleanliness,neutral,1,1,,,mixed
1601,তাজা উপকরণ ব্যবহারের কারণে দাম অনুযায়ী মান মন্দ ছিল না।,price,positive,3,2,,,complex
2890,নতুন রেস্তোরাঁ হওয়া সত্ত্বেও খাবারের মান ছিল স্ট্যান্ডার্ড বা মানসম্মত এবং কোনো অভিযোগ নেই,food_quality,neutral,2,1,,,complex
1964,বিল স্ট্যান্ডার্ড এবং ব্যবহারও মাঝারি মানের।,price,neutral,3,1,,,mixed
3073,রান্না ঠিকমতো না হওয়ায় সব মিলিয়ে খাবারের মান মোটামুটি লেগেছে।,food_quality,neutral,2,1,,,medium
adv_110_64,খাবারের স্বাদ প্রশংসনীয়। প্রশংসনীয়।,food_quality,positive,2,2,খাবারের স্বাদ প্রশংসনীয়।,TRUE,
3230,খাবার আসতে অনেক সময় লাগলেও পরিচ্ছন্নতা ছিল মনোমুগ্ধকর।,cleanliness,positive,1,2,,,complex
3774,রান্না ঠিকমতো না হওয়া সত্ত্বেও আমাদের অভিজ্ঞতায় খাবার ছিল সেরা।,food_quality,positive,2,2,,,complex
1419,খাবার ভালো হলেও অন্য সবকিছু বেশ বাজে ছিল।,food_quality,positive,2,2,,,medium
3291,"স্বচ্ছতা চমৎকার ছিল, কিন্তু ব্যবহার মোটামুটি।",cleanliness,positive,1,2,,,mixed
adv_1154_397,"দাম বেশ চমৎকার ছিল, আমি অবশ্যই আবার যাব। চমৎকার",price,positive,3,2,"দাম বেশ চমৎকার ছিল, আমি অবশ্যই আবার যাব।",TRUE,
751,"পরিচ্ছন্নতা অপূর্ব ছিল, তবে আরও ভালো হওয়ার সুযোগ ছিল।",cleanliness,positive,1,2,,,complex
517,এখানকার পরিবেশন পদ্ধতি দারুণ।,service,positive,4,2,,,simple
212,খাবার সুস্বাদু ছিল অবশ্যই আবার যাব,food_quality,positive,2,2,,,medium
adv_2216_495,তারা ছিল। দ্রুত সার্ভ করলেও ডিশগুলো জঘন্য এবং স্রেফ টাকার অপচয় ছিল।,food_quality,negative,2,0,তারা দ্রুত সার্ভ করলেও ডিশগুলো জঘন্য এবং স্রেফ টাকার অপচয় ছিল।,TRUE,
adv_881_463,"খাবারের পদগুলো যেমন সুন্দর ছিল, কর্মচারীদের কর্মচারীদের ব্যবহারও ছিল তেমন প্রশংসনীয়।",food_quality,positive,2,2,"খাবারের পদগুলো যেমন সুন্দর ছিল, কর্মচারীদের ব্যবহারও ছিল তেমন প্রশংসনীয়।",TRUE,
3152,সবকিছু আশানুরূপ হলেও ওয়েটারের ব্যবহার ছিল জঘন্য,service,negative,4,0,,,complex
2065,"সাজসজ্জা চমৎকার ছিল, তবে পরিচ্ছন্নতা সাধারণ মানের।",ambiance,positive,0,2,,,mixed
adv_141_1,ভালো গড়পড়তা ছিল তবে এটি আরও আলোকসজ্জা হতে পারত,ambiance,neutral,0,1,আলোকসজ্জা গড়পড়তা ছিল তবে এটি আরও ভালো হতে পারত,TRUE,
adv_657_361,"প্রথমবার কারণে অভিজ্ঞ কর্মচারীদের গিয়েছিলাম, খাবারের মান বেশ পছন্দ হয়েছে।",food_quality,positive,2,2,"প্রথমবার গিয়েছিলাম, অভিজ্ঞ কর্মচারীদের কারণে খাবারের মান বেশ পছন্দ হয়েছে।",TRUE,
2848,দামের তুলনায় মান খারাপ ছিল তবে অন্য সবকিছু ছিল সাধারণ,price,negative,3,0,,,medium
1937,সেবাটা নিম্নমানের।,service,negative,4,0,,,simple
1594,সবার ব্যবহার ছিল চমৎকার।,service,positive,4,2,,,simple
338,অভিজ্ঞ কর্মচারীদের কারণে দাম মন্দ লাগেনি।,price,positive,3,2,,,complex
10,"পরিবারের সবাই পছন্দ করেছে এবং পরিবেশ পছন্দসই, বুকিং করে গিয়েছিলাম। ",food_quality,positive,2,2,,,medium
3902,সব মিলিয়ে খাবারের প্রতিটি পদ বিরক্তিকর লেগেছে,food_quality,negative,2,0,,,medium
980,"দ্বিতীয়বার গিয়েছিলাম, তারা দ্রুত খাবার পরিবেশন করেছে।",service,positive,4,2,,,complex
3794,শুক্রবার সন্ধ্যায় গিয়েছিলাম; সবকিছু গড়পড়তা ছিল এবং ব্যবহারও ছিল সাধারণ।,service,neutral,4,1,,,complex
3490,প্রথমবার গিয়েছিলাম এবং প্রতিটি পদ ছিল সন্তোষজনক।,food_quality,positive,2,2,,,medium
1875,এখানকার পরিবেশ বেশ বাজে।,ambiance,negative,0,0,,,simple
387,ওয়েটারের ব্যবহার ভালো।,service,positive,4,2,,,simple
adv_765_219,এখানকার বেশ খরচ স্বাভাবিক।,price,neutral,3,1,এখানকার খরচ বেশ স্বাভাবিক।,TRUE,
2395,এখানকার খাবার চমৎকার।,food_quality,positive,2,2,,,simple
1552,একদমই বিস্বাদ খাবার পেয়েছি।,food_quality,negative,2,0,,,simple
adv_959_187,"দাম ছিল স্রেফ বিরক্তিকর, স্রেফ টাকার অপচয়।",price,negative,3,0,"দাম ছিল বিরক্তিকর, স্রেফ টাকার অপচয়।",TRUE,
678,বুকিং করে গেলেও পরিচ্ছন্নতা অগ্রহণযোগ্য হওয়ায় সময় নষ্ট হয়েছে।,cleanliness,negative,1,0,,,complex
3327,সবকিছু আশানুরূপ ছিল এবং প্রচুর ভিড় থাকা সত্ত্বেও দাম ছিল চলনসই,price,neutral,3,1,,,complex
1620,পরিচ্ছন্নতা নিরস হলেও অন্য সবকিছু ভালো ছিল।,cleanliness,negative,1,0,,,medium
3582,রাশ আওয়ার হওয়া সত্ত্বেও আমাদের অভিজ্ঞতায় খাবারের স্বাদ বেশ ভালোই ছিল।,food_quality,positive,2,2,,,complex
3252,পরিবেশন ব্যবস্থা বেশ মানসম্মত ছিল।,service,neutral,4,1,,,medium
1982,পরিবেশ ভালো ছিল।,ambiance,positive,0,2,,,simple
1235,"অনেকদিন পর গেলাম, খাবারের দাম প্রশংসনীয়।",price,positive,3,2,,,medium
3449,আলোকসজ্জা সাধারণ হলেও বিল বা খরচ ছিল গ্রহণযোগ্য,ambiance,neutral,0,1,,,mixed
3125,খুবই চমৎকার ব্যবহার পেয়েছি।,service,positive,4,2,,,simple
1226,"নতুন হওয়ার কারণে হয়তো খাবার চমৎকার ছিল, তাই দ্বিতীয়বার গিয়েছি।",food_quality,positive,2,2,,,complex
830,নতুন জায়গা হিসেবে খাবার বেশ সুস্বাদু লেগেছে।,food_quality,positive,2,2,,,medium
1553,"খাবারের মান চমৎকার ছিল, তবে আমরা দ্রুত চলে এসেছিলাম।",food_quality,positive,2,2,,,medium
adv_2533_299,বেশ স্বাভাবিক ছিল।,ambiance,neutral,0,1,সাজসজ্জা বেশ স্বাভাবিক ছিল।,TRUE,
1022,পরিবেশন পদ্ধতি প্রশংসনীয় ছিল।,service,positive,4,2,,,simple
388,তাজা উপকরণ ব্যবহারের পাশাপাশি পরিচ্ছন্নতাও দুর্দান্ত ছিল।,cleanliness,positive,1,2,,,complex
1906,"পরিচ্ছন্নতা সন্তোষজনক ছিল, তবে আরও ভালো হতে পারত।",cleanliness,positive,1,2,,,complex
adv_2582_216,সাধারণ হলেও অন্য সবকিছু ভালো ছিল।,food_quality,neutral,2,1,স্বাদ সাধারণ হলেও অন্য সবকিছু ভালো ছিল।,TRUE,
adv_1860_256,নিরস ওয়েটারদের ছিল।,service,negative,4,0,ওয়েটারদের ব্যবহার নিরস ছিল।,TRUE,
adv_1285_174,রান্না নিম্নমানের নিম্নমানের হলেও পরিবেশন পদ্ধতি সন্তোষজনক ছিল।,food_quality,negative,2,0,রান্না নিম্নমানের হলেও পরিবেশন পদ্ধতি সন্তোষজনক ছিল।,TRUE,
2462,"পরিবেশ অপূর্ব ছিল, অনেকদিন পর এবং আগে থেকে বুকিং করে গিয়েছিলাম",ambiance,positive,0,2,,,complex
570,সবকিছু আশানুরূপ এবং স্বাদও চলনসই ছিল।,food_quality,neutral,2,1,,,medium
1068,খাবারের পরিমাণ কম হওয়ায় আমাদের অভিজ্ঞতায় মান অপ্রীতিকর লেগেছে।,food_quality,negative,2,0,,,complex
2638,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবার ছিল অসন্তোষজনক,food_quality,negative,2,0,,,medium
3719,বেশি অপেক্ষা করতে না হলেও রান্নার মান ছিল নিম্নমানের।,food_quality,negative,2,0,,,medium
2168,সাজসজ্জাটা চমৎকার।,ambiance,positive,0,2,,,simple
adv_2356_512,"কোনো নেই, তবে মাঝারি মানের।",food_quality,neutral,2,1,"কোনো অভিযোগ নেই, তবে স্বাদ মাঝারি মানের।",TRUE,
3166,আরও ভালো হতে পারত কারণ খাবারের মান খুব একটা ভালো ছিল না,food_quality,negative,2,0,,,complex
adv_632_204,কর্মচারীদের হলেও প্রশংসনীয় ব্যবহার পরিবেশ ছিল গড়পড়তা,service,positive,4,2,কর্মচারীদের ব্যবহার প্রশংসনীয় হলেও পরিবেশ ছিল গড়পড়তা,TRUE,
2092,কর্মচারীদের ব্যবহার চমৎকার এবং আশানুরূপ।,service,positive,4,2,,,complex
2994,পরিচ্ছন্নতা ভালো ছিল না।,cleanliness,negative,1,0,,,simple
adv_2668_159,"খুব দাম সাশ্রয়ী ছিল, সব মিলিয়ে খুব ভালো।",price,positive,3,2,"দাম সাশ্রয়ী ছিল, সব মিলিয়ে খুব ভালো।",TRUE,
3435,কর্মচারীদের ব্যবহার খুবই বাজে ছিল,service,negative,4,0,,,simple
240,"খরচ অনুযায়ী মান ভালো ছিল না, যেমনটা আশা করেছিলাম; শুক্রবার সন্ধ্যায় গিয়ে হতাশ হয়েছি।",price,negative,3,0,,,complex
adv_2321_334,"খাবার আসতে অনেক অনুরোধ লাগলেও আলোকসজ্জা ভালো ছিল, সবাইকে আসার সময় করব।",ambiance,positive,0,2,"খাবার আসতে অনেক সময় লাগলেও আলোকসজ্জা ভালো ছিল, সবাইকে আসার অনুরোধ করব।",TRUE,
1203,"যদিও আবহাওয়া মোটামুটি, তবে কর্মচারী মোটামুটি।",ambiance,neutral,0,1,,,mixed
404,খরচ সাশ্রয়ী হলেও অন্যান্য ব্যবস্থাপনা অপর্যাপ্ত ছিল।,price,positive,3,2,,,medium
1352,"দ্বিতীয়বার গিয়েছি, পরিস্থিতি সেরা ছিল এবং অপেক্ষা করতে হয়নি।",ambiance,positive,0,2,,,complex
253,"সব মিলিয়ে খুব ভালো এবং স্বচ্ছতা সেরা, প্রচুর ভিড় ছিল।",cleanliness,positive,1,2,,,complex
3306,পরিষ্কার-পরিচ্ছন্নতা চমৎপ্রদ হলেও অন্য বিষয়গুলো ছিল স্রেফ গ্রহণযোগ্য,cleanliness,positive,1,2,,,medium
adv_1174_46,আবহাওয়া খারাপ থাকা সত্ত্বেও অপেক্ষা খুব বেশি আমাদের করতে হয়নি।,ambiance,negative,0,0,আবহাওয়া খারাপ থাকা সত্ত্বেও আমাদের খুব বেশি অপেক্ষা করতে হয়নি।,TRUE,
612,খাবারের মূল্য বেশ ঠিকঠাক ছিল।,price,neutral,3,1,,,simple
2881,পরিষ্কার-পরিচ্ছন্নতা স্বাভাবিক বা মোটামুটি ছিল,cleanliness,neutral,1,1,,,simple
3949,"খাবারের পরিমাণ যেমন অপর্যাপ্ত, তেমনি পরিচ্ছন্নতাও ছিল হতাশাজনক।",food_quality,negative,2,0,,,mixed
895,"অনেকদিন পর গেলাম, পরিস্থিতি অবিশ্বাস্য রকম ভালো ছিল এবং সহজেই বসার জায়গা পেয়েছি।",ambiance,positive,0,2,,,complex
adv_1831_170,"পরিচ্ছন্নতা গিয়েছি। ছিল, তাই দ্বিতীয়বার সুন্দর",cleanliness,positive,1,2,"পরিচ্ছন্নতা সুন্দর ছিল, তাই দ্বিতীয়বার গিয়েছি।",TRUE,
2900,তাজা উপকরণ ব্যবহার করা সত্ত্বেও খাবারের মান ছিল খুবই খারাপ যা স্রেফ টাকার অপচয়,food_quality,negative,2,0,,,complex
3631,সরাসরি গিয়েছিলাম; খাবারের মান মানসম্মত ছিল এবং কোনো অভিযোগ নেই।,food_quality,neutral,2,1,,,complex
1762,প্রচুর ভিড় থাকায় আমরা পর্যাপ্ত খাবার পাইনি।,food_quality,negative,2,0,,,medium
1007,"পরিবেশ চমৎকার ছিল, সবাইকে যাওয়ার পরামর্শ দেব।",ambiance,positive,0,2,,,medium
