review_id,text,aspect,sentiment,complexity
732,খাবার মনোরম হলেও অন্য সবকিছু অসন্তোষজনক ছিল।,food_quality,positive,medium
733,খাবারের পরিমাণ কম থাকলেও আলোর ব্যবস্থা ভালো ছিল।,ambiance,positive,medium
734,খাবারের পরিমাণ কম হলেও পদগুলো গ্রহণযোগ্য ছিল।,food_quality,positive,medium
735,রাশ আওয়ার হওয়া সত্ত্বেও পরিচ্ছন্নতা সন্তোষজনক ছিল।,cleanliness,positive,medium
736,"দ্বিতীয়বার গেলাম, আলোকসজ্জা চমৎকার ছিল।",ambiance,positive,medium
737,অভিজ্ঞ শেফ থাকায় সব মিলিয়ে খাবার প্রত্যাশা অনুযায়ী হয়েছে।,food_quality,neutral,medium
738,ডিশগুলো উপভোগ্য ছিল এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,medium
739,দাম বেশ সাশ্রয়ী ও ভালো লেগেছে।,price,positive,simple
740,পরিচ্ছন্নতা মনোরম হলেও সার্ভিস ছিল মোটামুটি মানের।,cleanliness,positive,mixed
741,আলোকসজ্জা চমৎকার ছিল।,ambiance,positive,simple
742,রান্না ঠিকমতো না হওয়ায় খরচ অনুযায়ী মান মানসম্মত মনে হয়নি।,price,neutral,medium
743,খরচ অনুযায়ী খাবারের মান অসন্তোষজনক ছিল।,price,negative,simple
744,সাজসজ্জা পর্যাপ্ত ছিল না এবং খাবার আসতে অনেক সময় লেগেছে।,ambiance,negative,medium
745,রাশ আওয়ার হলেও পরিচ্ছন্নতা চমৎকার ছিল এবং পরিবারের সবাই পছন্দ করেছে।,cleanliness,positive,complex
746,দাম মোটামুটি চলনসই।,price,neutral,simple
747,খাবারের মান অত্যন্ত চমৎকার।,food_quality,positive,simple
748,"কোনো অভিযোগ নেই, বিলের পরিমাণও অসাধারণ লেগেছে।",price,positive,complex
749,"পরিস্থিতি অসন্তোষজনক ছিল, পুরো টাকাটাই অপচয়।",ambiance,negative,medium
750,পরিচ্ছন্নতা বেশ প্রশংসনীয়।,cleanliness,positive,simple
751,"পরিচ্ছন্নতা অপূর্ব ছিল, তবে আরও ভালো হওয়ার সুযোগ ছিল।",cleanliness,positive,complex
752,সবকিছু প্রত্যাশা অনুযায়ী এবং দামও স্বাভাবিক ছিল।,price,neutral,medium
753,এখানকার ডিশগুলো দারুণ।,food_quality,positive,simple
754,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে রান্না বেশ সুন্দর হয়েছে।,food_quality,positive,medium
755,অভিজ্ঞ শেফ থাকায় ডিশগুলো স্বাভাবিক ও মানসম্মত লেগেছে।,food_quality,neutral,medium
756,"দাম অনুযায়ী মান দুর্বল ছিল, পুরোটাই টাকার অপচয়।",price,negative,medium
757,সবকিছু প্রত্যাশা অনুযায়ী এবং ডিশগুলোও চলনসই ছিল।,food_quality,neutral,medium
758,পরিচ্ছন্নতা বেশ দুর্বল ছিল।,cleanliness,negative,simple
759,ডিশ সুস্বাদু ছিল এবং দামও মোটামুটি ছিল।,food_quality,positive,mixed
760,খাবারের মান খুবই নিম্নমানের।,food_quality,negative,simple
761,পরিষ্কার-পরিচ্ছন্নতা গ্রহণযোগ্য ছিল।,cleanliness,neutral,simple
762,পরিচ্ছন্নতা বেশ চমৎকার ছিল।,cleanliness,positive,simple
763,এখানে খাদ্য গ্রহণযোগ্য।,food_quality,positive,simple
764,"মোটামুটি রান্না, তবে অন্য কিছু অপর্যাপ্ত।",food_quality,neutral,medium
765,পরিস্থিতিটা বাজে।,ambiance,negative,simple
766,অপর্যাপ্ত স্বচ্ছতা ছিল।,cleanliness,negative,simple
767,"ব্যবহার চমৎকার ছিল, অনেকদিন পর গেলাম।",service,positive,medium
768,খাবার স্বাভাবিক হলেও কর্মচারীদের ব্যবহার অসন্তোষজনক ছিল।,food_quality,neutral,mixed
769,"পরিমাণ কম হলেও আলোকসজ্জা বিস্ময়কর ছিল, সবাইকে যাওয়ার অনুরোধ করব।",ambiance,positive,complex
770,প্রচুর ভিড় থাকা সত্ত্বেও পরিচ্ছন্নতা দারুণ ছিল।,cleanliness,positive,complex
771,পরিচ্ছন্নতা একদমই পর্যাপ্ত ছিল না।,cleanliness,negative,simple
772,পরিচ্ছন্নতা মনোরম এবং পরিবেশও চমৎকার ছিল।,cleanliness,positive,mixed
773,"পরিবারের সবাই পছন্দ করেছে, খরচও সাশ্রয়ী ছিল।",price,positive,medium
774,সার্ভিস মনোরম এবং পরিচ্ছন্নতাও চমৎকার ছিল।,service,positive,mixed
775,খাবারের ডিশগুলো বেশ সুস্বাদু ছিল।,food_quality,positive,simple
776,প্রচুর ভিড় থাকা সত্ত্বেও খাবারের মান স্বাভাবিক ছিল।,food_quality,neutral,medium
777,"পরিচ্ছন্নতা সুন্দর ছিল, সবাইকে যাওয়ার পরামর্শ দেব।",cleanliness,positive,medium
778,এখানকার সার্ভিস খুবই বিরক্তিকর।,service,negative,simple
779,"পরিচ্ছন্নতা দারুণ ছিল, তাই দ্বিতীয়বার গিয়েছি।",cleanliness,positive,medium
780,খরচ সাশ্রয়ী হলেও খাবার আসতে অনেক সময় লেগেছে।,price,positive,medium
781,আমরা বুকিং করে গিয়েছিলাম এবং খাবারের মান প্রত্যাশা অনুযায়ী ছিল।,food_quality,neutral,medium
782,দাম অতিরিক্ত হওয়ায় আমরা সরাসরি চলে গিয়েছিলাম।,price,negative,medium
783,সবকিছু চলনসই হলেও পরিচ্ছন্নতা পর্যাপ্ত ছিল না।,cleanliness,negative,complex
784,প্রচুর ভিড় এবং পরিচ্ছন্নতা খারাপ হওয়ায় আমি আর সেখানে যাব না।,cleanliness,negative,complex
785,খাবারের মান খারাপ হলেও পরিচ্ছন্নতা বেশ ভালো ছিল।,food_quality,negative,mixed
786,"রান্না প্রত্যাশা অনুযায়ী সাধারণ ছিল, তাই খেয়েই চলে এসেছি।",food_quality,neutral,complex
787,"অনেক প্রত্যাশা থাকলেও ডিশগুলো ছিল নিম্নমানের, যদিও দ্রুত সার্ভ করেছে।",food_quality,negative,complex
788,রান্না পর্যাপ্ত না হলেও পরিবেশন মানসম্মত ছিল।,food_quality,negative,mixed
789,এখানকার পরিচ্ছন্নতা বেশ উপভোগ্য।,cleanliness,positive,simple
790,খাবার খুব একটা ভালো না হলেও কর্মচারীদের ব্যবহার আশানুরূপ ছিল।,food_quality,negative,mixed
791,কর্মচারীদের ব্যবহার বেশ দুর্বল ছিল।,service,negative,simple
792,সাজসজ্জা বেশ স্বাভাবিক ছিল।,ambiance,neutral,simple
793,খাবারের পদ সাধারণ হলেও অন্য সবকিছু দারুণ ছিল।,food_quality,neutral,medium
794,খাবারের দাম বেশ সন্তোষজনক।,price,positive,simple
795,দাম বেশি ছিল এবং কর্মচারীদের ব্যবহারও ছিল সাধারণ।,price,negative,mixed
796,সাজসজ্জা মোটামুটি মানের ছিল।,ambiance,neutral,simple
797,নতুন হওয়ার কারণে হয়তো দাম আমাদের কাছে ঠিকঠাক মনে হয়েছে।,price,neutral,complex
798,"রাশ আওয়ার হওয়ায় পরিস্থিতি খারাপ ছিল, যা প্রত্যাশা করিনি।",ambiance,negative,complex
799,সবকিছু চলনসই এবং পরিবেশও ভালোই ছিল।,ambiance,positive,complex
800,সেবা খারাপ হলেও খাবারের মান ছিল স্বাভাবিক।,service,negative,mixed
801,মান এবং মূল্য—উভয়ই সাধারণ ছিল।,price,neutral,medium
802,"পরিচ্ছন্নতা ভালো ছিল না, পুরো টাকাটাই অপচয়।",cleanliness,negative,medium
803,"আশা করেছিলাম ভালো হবে, কিন্তু খাবার ছিল বিস্বাদ।",food_quality,negative,complex
804,"বন্ধুদের সাথে গিয়েছিলাম, পরিবেশ দারুণ ছিল।",ambiance,positive,medium
805,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, পরিবেশন সেরা ছিল এবং সবাই পছন্দ করেছে।",price,positive,complex
806,খাবার ভালো হলেও অন্য সবকিছু ছিল বাজে।,price,positive,medium
807,"রান্না গড়পড়তা ছিল, তবে অন্য সবকিছু উপভোগ্য।",food_quality,neutral,medium
808,কর্মচারীরা অভিজ্ঞ না হওয়ায় সেবা আশানুরূপ ছিল না।,service,negative,complex
809,"খাবারের মান দুর্দান্ত ছিল, যদিও আরও ভালো হতে পারত।",food_quality,positive,complex
810,"পরিচ্ছন্নতা সন্তোষজনক ছিল না, তবে পরিবেশন ঠিকঠাক ছিল।",cleanliness,negative,mixed
811,নতুন রেস্টুরেন্ট হিসেবে খাবার বেশ সুস্বাদু লেগেছে।,price,positive,medium
812,রান্না বেশ সুন্দর ছিল।,food_quality,positive,simple
813,সবকিছু প্রত্যাশা অনুযায়ী এবং পদগুলোও ঠিকঠাক ছিল।,food_quality,neutral,complex
814,এখানকার খাবার যথেষ্ট ভালো।,food_quality,neutral,simple
815,এখানকার ওয়েটারের ব্যবহার খুব বাজে।,service,negative,simple
816,খাবারের পদ মানসম্মত হলেও অন্য সবকিছু নিরস ছিল।,food_quality,neutral,medium
817,সবকিছু গড়পড়তা হলেও বিলের পরিমাণ মোটেও ভালো ছিল না।,price,negative,complex
818,পরিবেশ মানসম্মত এবং অন্য সবকিছুও সুন্দর ছিল।,ambiance,neutral,medium
819,খাবার মনোরম হলেও সেবা ছিল একদমই নিরস।,food_quality,positive,mixed
820,"বিলের পরিমাণ অতিরিক্ত ছিল, যা আশা করিনি।",price,negative,medium
821,প্রচুর ভিড় থাকা সত্ত্বেও খাবারের দাম অনুযায়ী মান ভালো ছিল।,price,positive,complex
822,"বুকিং করে গেলেও খাবারের স্বাদ একদমই ভালো ছিল না, শুধু সময়ের অপচয়।",food_quality,negative,complex
823,রাশ আওয়ার হওয়া সত্ত্বেও খাবারের দাম গ্রহণযোগ্য ছিল।,price,positive,medium
824,সবকিছু আশানুরূপ ছিল এবং কর্মচারীদের ব্যবহারও ভালো।,service,positive,complex
825,সেবা বা সার্ভিস বেশ চমৎকার।,service,positive,simple
826,রান্না ভালো না হলেও অন্য সবকিছু গ্রহণযোগ্য ছিল।,food_quality,negative,medium
827,পরিচ্ছন্নতা বেশ সুন্দর ছিল।,cleanliness,positive,simple
828,"অভিজ্ঞ শেফ থাকা সত্ত্বেও বিলের পরিমাণ অসামঞ্জস্যপূর্ণ, তাই আর যাব না।",price,negative,complex
829,খাবার আসতে দেরি হলেও পরিবেশন পদ্ধতি প্রশংসনীয় ছিল।,service,positive,complex
830,নতুন জায়গা হিসেবে খাবার বেশ সুস্বাদু লেগেছে।,food_quality,positive,medium
831,"রিভিউ দেখে প্রচুর ভিড়ের মধ্যে গিয়েছিলাম, কিন্তু দাম ছিল মাত্রাতিরিক্ত।",price,negative,complex
832,এখানকার ব্যবহার বেশ সন্তোষজনক।,service,positive,simple
833,খাবারের মান বেশ মানসম্মত।,food_quality,neutral,simple
834,খাবারের স্বাদ ভালো ছিল না এবং ব্যবহারও ছিল বেশ দুর্বল।,food_quality,negative,mixed
835,"খাবারের স্বাদ সন্তোষজনক ছিল, তবে আমরা দ্রুত চলে এসেছিলাম।",food_quality,positive,medium
836,সার্ভিস বেশ সাধারণ মানের ছিল।,service,neutral,simple
837,পরিচ্ছন্নতা একদমই বাজে ছিল।,cleanliness,negative,simple
838,দাম সাশ্রয়ী ছিল এবং আমাদের খুব বেশি অপেক্ষা করতে হয়নি।,price,positive,medium
839,সবকিছু গড়পড়তা এবং ওয়েটারের ব্যবহারও সাধারণ ছিল।,service,neutral,complex
840,"খাবারের পদ বিস্বাদ ছিল, পুরোটাই টাকার অপচয়।",food_quality,negative,medium
841,খরচ বেশ সাশ্রয়ী ছিল।,price,positive,simple
842,খাবারের স্বাদ সুন্দর এবং অন্য সবকিছু আশানুরূপ ছিল।,food_quality,positive,medium
843,সবকিছু গড়পড়তা হলেও ডিশগুলো বেশ মন্দ ছিল।,food_quality,negative,complex
844,"ওয়েটারের ব্যবহার হতাশাজনক ছিল, তাই দ্রুত চলে এসেছি এবং আর যাব না।",service,negative,complex
845,আলোর ব্যবস্থা পর্যাপ্ত ছিল না।,ambiance,negative,simple
846,এখানকার পরিচ্ছন্নতা চমৎকার।,cleanliness,positive,simple
847,মূল্য গ্রহণযোগ্য ছিল।,price,positive,simple
848,"পরিষ্কার-পরিচ্ছন্নতা সুন্দর ছিল, সবাইকে যাওয়ার পরামর্শ দেব।",cleanliness,positive,medium
849,খরচ বেশ সাশ্রয়ী।,price,positive,simple
850,দাম অনুযায়ী মান দুর্বল।,price,negative,simple
851,রান্না ঠিকঠাক হওয়ায় আমাদের অভিজ্ঞতায় পদটি অতুলনীয় ছিল।,food_quality,positive,complex
852,দাম হতাশাজনক ছিল।,price,negative,simple
853,সার্ভিস নিম্নমানের ছিল।,service,negative,simple
854,ডিশটি বাজে ছিল।,food_quality,negative,simple
855,পরিচ্ছন্নতা সন্তোষজনক হলেও দাম হতাশাজনক ছিল।,cleanliness,positive,mixed
856,প্রচুর ভিড় থাকা সত্ত্বেও পরিচ্ছন্নতা গ্রহণযোগ্য ছিল।,cleanliness,neutral,medium
857,ডিশটি চলনসই ছিল।,food_quality,neutral,simple
858,পরিবেশ বিরক্তিকর ছিল।,ambiance,negative,simple
859,রান্না ঠিকমতো না হওয়ায় আমাদের অভিজ্ঞতায় পদটি মোটামুটি মানের ছিল।,food_quality,positive,complex
860,অনেক প্রত্যাশা থাকলেও রান্না ছিল স্বাদহীন।,food_quality,negative,medium
861,"শেফ অভিজ্ঞ মনে হয়নি, তাই সব মিলিয়ে সেবা অপর্যাপ্ত লেগেছে।",service,negative,medium
862,গড়পড়তা রান্না ছিল।,food_quality,neutral,simple
863,সবকিছু আশানুরূপ এবং স্বাদও চমৎকার ছিল।,food_quality,positive,complex
864,শেফ অভিজ্ঞ মনে না হওয়ায় আমাদের অভিজ্ঞতায় ডিশটি মোটামুটি মানের ছিল।,food_quality,neutral,complex
865,ব্যবহার মন্দ ছিল।,service,negative,simple
866,সবকিছু চলনসই হলেও পদটি হতাশাজনক ছিল।,food_quality,negative,complex
867,"অনেক প্রত্যাশা ছিল, কিন্তু রান্না ও সার্ভিস—উভয়ই খুব খারাপ ছিল।",service,negative,complex
868,"পদের স্বাদ ছিল না, পুরোটাই টাকার অপচয়।",food_quality,negative,medium
869,সার্ভিস সন্তোষজনক ছিল।,service,positive,simple
870,সুন্দর পরিবেশ ছিল।,ambiance,positive,simple
871,ডিশটি সাধারণ মানের ছিল।,food_quality,neutral,simple
872,খাবারের মান খারাপ ছিল।,food_quality,negative,simple
873,পরিচ্ছন্নতা চমৎকার হলেও অন্য সবকিছু চলনসই ছিল।,cleanliness,positive,medium
874,"খাবার অসাধারণ ছিল এবং দ্রুত পরিবেশন করেছে, সবাইকে রেকমেন্ড করব।",food_quality,positive,complex
875,প্রচুর ভিড় থাকা সত্ত্বেও দাম সাশ্রয়ী ছিল।,price,positive,medium
876,"সেবা স্বাভাবিক ছিল, তবে আরও ভালো হতে পারত।",service,neutral,medium
877,"রান্না বাজে ছিল, পুরো টাকাটাই অপচয়।",food_quality,negative,medium
878,খরচ গ্রহণযোগ্য ছিল।,price,positive,simple
879,পরিবেশ সন্তোষজনক এবং পদগুলোও ঠিকঠাক ছিল।,ambiance,positive,mixed
880,এখানকার সাজসজ্জা আশানুরূপ।,ambiance,neutral,simple
881,পরিবেশন খারাপ হলেও অন্য সবকিছু মনোরম ছিল।,service,negative,medium
882,"খাবার প্রশংসনীয় ছিল, অনেকদিন পর গেলাম।",food_quality,positive,medium
883,আশানুরূপ ব্যবহার ছিল।,service,neutral,simple
884,"স্বাভাবিক মানের, কর্মচারী স্বাভাবিক।",service,neutral,medium
885,দামটা উপভোগ্য।,price,positive,simple
886,এখানে সেবা ভালো।,service,positive,simple
887,"যদিও গড়পড়তা, তবুও পরিষ্কার প্রশংসনীয়।",cleanliness,positive,complex
888,"অনেক প্রত্যাশা ছিল এবং পরিষ্কার-পরিচ্ছন্নতা ভয়াবহ, প্রচুর ভিড় ছিল।",cleanliness,negative,complex
889,"কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও পরিচ্ছন্নতা হতাশাজনক ছিল, তাই আর যাব না।",cleanliness,negative,complex
890,খাবারের পরিমাণ কম হওয়ায় আমাদের অভিজ্ঞতায় দামটি গ্রহণযোগ্য মনে হয়েছে।,price,positive,complex
891,সেবার মান বেশ দুর্বল ছিল।,service,negative,simple
892,দাম অসামঞ্জস্যপূর্ণ হলেও অন্য সবকিছু চমৎকার ছিল।,price,negative,medium
893,"অনেক প্রত্যাশা ছিল, কিন্তু স্বাদ ছিল বিরক্তিকর।",food_quality,negative,medium
894,তাজা উপকরণ ব্যবহার করায় সার্বিক পরিস্থিতি সুন্দর মনে হয়েছে।,ambiance,positive,medium
895,"অনেকদিন পর গেলাম, পরিস্থিতি অবিশ্বাস্য রকম ভালো ছিল এবং সহজেই বসার জায়গা পেয়েছি।",ambiance,positive,complex
896,"বুকিং করে গেলেও পরিবেশ ছিল অপমানজনক, যা সময়ের অপচয়।",ambiance,negative,complex
897,পরিবেশটা বেশ ভালো ছিল।,ambiance,positive,simple
898,"নতুন হওয়ার কারণে হয়তো পরিবেশ অপ্রীতিকর ছিল, যা টাকার অপচয় বলে মনে হয়েছে।",ambiance,negative,complex
899,কর্মচারীদের ব্যবহার মনোরম এবং পরিচ্ছন্নতাও প্রশংসনীয়।,service,positive,mixed
900,ওয়েটারের ব্যবহার খুব সুন্দর ছিল।,service,positive,simple
901,সাজসজ্জা ভালো না হলেও অন্য সবকিছু সুন্দর ছিল।,ambiance,negative,medium
902,দামের তুলনায় মান ছিল বেশ নিরস।,price,negative,simple
903,পরিবেশ বেশ সুন্দর।,ambiance,positive,simple
904,সবকিছু চলনসই হলেও রান্না ছিল শ্রেষ্ঠ।,food_quality,positive,complex
905,ডিশ স্বাদহীন হলেও অন্য সবকিছু উপভোগ্য ছিল।,food_quality,negative,medium
906,পরিষ্কার-পরিচ্ছন্নতা চমৎকার ছিল।,cleanliness,positive,simple
907,প্রচুর ভিড় থাকা সত্ত্বেও স্বাদ ছিল অবিশ্বাস্য এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,complex
908,পরিচ্ছন্নতা মনোরম হলেও অন্য সবকিছু ছিল স্বাভাবিক মানের।,cleanliness,positive,medium
909,দাম প্রত্যাশা অনুযায়ী ছিল।,price,neutral,simple
910,বিলের পরিমাণ গ্রহণযোগ্য ছিল।,price,positive,simple
911,শেফ অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে খাবারের পরিমাণ বিল অনুযায়ী পর্যাপ্ত ছিল না।,price,negative,medium
912,পরিবেশ প্রত্যাশা অনুযায়ী ছিল।,ambiance,neutral,simple
913,দাম গড়পড়তা ছিল এবং এ নিয়ে কোনো অভিযোগ নেই।,price,neutral,medium
914,দাম সাশ্রয়ী ছিল এবং সব মিলিয়ে অভিজ্ঞতা ভালো হলেও আমরা দ্রুত চলে এসেছিলাম।,price,positive,complex
915,"খাবার চমৎকার ছিল, সবাইকে যাওয়ার পরামর্শ দেব।",food_quality,positive,medium
916,খাবারের মান গ্রহণযোগ্য ছিল।,food_quality,positive,simple
917,সহজেই বসার জায়গা পেয়েছি এবং সব মিলিয়ে পরিবেশ ছিল চমৎকার।,ambiance,positive,complex
918,কর্মচারীদের ব্যবহার সুন্দর হলেও অন্য সবকিছু অপর্যাপ্ত ছিল।,service,positive,medium
919,সার্ভিস এবং খাবার—উভয়ই খুব খারাপ ছিল।,service,negative,mixed
920,তাজা উপকরণ ব্যবহার করলেও আমাদের অভিজ্ঞতায় খাবার মাঝারি মানের ছিল।,food_quality,neutral,complex
921,এখানকার খাবারের মান অসন্তোষজনক।,food_quality,negative,simple
922,দাম অনুযায়ী মান বেশ নিরস ছিল।,price,negative,simple
923,রাশ আওয়ার হওয়া সত্ত্বেও আমাদের অভিজ্ঞতায় খাবারের মান সন্তোষজনক ছিল।,food_quality,neutral,complex
924,অনেক প্রত্যাশা থাকলেও খাবারের স্বাদ ছিল অসন্তোষজনক।,food_quality,negative,medium
925,চমৎকার সাজসজ্জা ছিল।,ambiance,positive,simple
926,সবকিছু চলনসই হলেও ওয়েটারের ব্যবহার ছিল গড়পড়তা।,service,neutral,complex
927,এখানকার কর্মচারীদের ব্যবহার খারাপ।,service,negative,simple
928,সেখানকার পরিস্থিতি সন্তোষজনক ছিল।,ambiance,positive,simple
929,পরিচ্ছন্নতা চমৎকার ছিল এবং আমরা দ্রুত চলে এসেছিলাম।,cleanliness,positive,medium
930,রান্না সুস্বাদু হলেও দাম ছিল অসন্তোষজনক।,food_quality,positive,mixed
931,সবকিছু আশানুরূপ ছিল এবং সার্ভিসও ছিল চমৎকার।,service,positive,complex
932,রান্না প্রশংসনীয় ছিল এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,medium
933,সেবা বেশ ভালো ছিল।,service,positive,simple
934,ওয়েটারের ব্যবহার চমৎকার।,service,positive,simple
935,পরিবেশ খুব বাজে ছিল।,ambiance,negative,simple
936,খরচ প্রত্যাশা অনুযায়ী না হওয়ায় সময় নষ্ট হয়েছে এবং আমরা চলে এসেছি।,price,negative,complex
937,খাবারের পরিমাণ কম হলেও কর্মচারীদের ব্যবহার সুন্দর ছিল।,service,positive,medium
938,খাবারের স্বাদ খুবই নিম্নমানের।,food_quality,negative,simple
939,ডিশ মানসম্মত ছিল এবং অন্য সবকিছু উপভোগ্য ছিল।,food_quality,neutral,medium
940,ওয়েটার চমৎকার ছিল এবং আলোর ব্যবস্থাও সন্তোষজনক ছিল।,service,positive,mixed
941,স্বাদ ভালো না হলেও অন্য সবকিছু গ্রহণযোগ্য ছিল।,food_quality,negative,medium
942,খাবারের স্বাদ একদমই বাজে।,food_quality,negative,simple
943,খাবারের মান বেশ ভালো ছিল।,food_quality,positive,simple
944,"প্রচুর ভিড় থাকা সত্ত্বেও স্বাদ ছিল মনোমুগ্ধকর, তাই দ্বিতীয়বার গিয়েছি।",food_quality,positive,complex
945,এখানকার পরিষ্কার-পরিচ্ছন্নতা বেশ উপভোগ্য।,cleanliness,positive,simple
946,কোনো অভিযোগ নেই এবং পরিবেশন পদ্ধতিও ঠিকঠাক ছিল।,service,neutral,complex
947,প্রচুর ভিড় থাকায় রান্না মোটামুটি মানের হয়েছে।,food_quality,neutral,medium
948,"ওয়েটার ভালো ছিল, সবাইকে যাওয়ার পরামর্শ দেব।",service,positive,medium
949,তাজা উপকরণ ব্যবহারের কারণে খরচ অনুযায়ী মান ভালো ছিল।,price,positive,medium
950,পরিবেশ বিরক্তিকর হওয়ায় হতাশ হয়ে দ্রুত চলে এসেছি।,ambiance,negative,complex
951,খাবারের দাম গ্রহণযোগ্য ছিল।,price,neutral,simple
952,খাবারটি বেশ সুস্বাদু।,food_quality,positive,simple
953,"প্রথমবার গিয়েছিলাম, বিলের পরিমাণ বেশ ভালো ছিল।",price,positive,medium
954,খাবারের মান চমৎকার।,food_quality,positive,simple
955,খাবার সুস্বাদু ছিল এবং তারা দ্রুত পরিবেশন করেছে।,food_quality,positive,medium
956,কোনো অভিযোগ না থাকলেও খাবার ছিল গড়পড়তা মানের।,food_quality,negative,complex
957,রান্না পর্যাপ্ত না হলেও অন্য সবকিছু মোটামুটি ছিল।,food_quality,negative,medium
958,রাশ আওয়ার হওয়া সত্ত্বেও খাবারের স্বাদ ভালো ছিল।,food_quality,positive,medium
959,খরচ বেশ সাশ্রয়ী ও চমৎকার ছিল।,price,positive,simple
960,"নতুন হওয়ার কারণে হয়তো পরিবেশন পর্যাপ্ত ছিল না, যা হতাশাজনক।",service,negative,complex
961,নতুন রেস্টুরেন্ট হওয়ায় হয়তো খাবারের স্বাদ মন্দ লেগেছে।,food_quality,negative,medium
962,রান্না একদমই ভালো ছিল না।,food_quality,negative,simple
963,"পরিবেশ মোটামুটি ছিল, তবে আরও ভালো হতে পারত।",ambiance,neutral,complex
964,খাবার ভালো না হলেও অন্য সবকিছু সন্তোষজনক ছিল।,food_quality,negative,medium
965,সেবা ঠিকঠাক ছিল এবং তারা দ্রুত খাবার দিয়েছে।,service,neutral,medium
966,রাশ আওয়ার হওয়া সত্ত্বেও পরিবেশ সন্তোষজনক ছিল।,ambiance,positive,medium
967,খাবার বেশ সন্তোষজনক ছিল।,food_quality,positive,simple
968,খাবারের মান খারাপ হলেও অন্য সবকিছু চমৎকার ছিল।,food_quality,negative,medium
969,স্বাদটা বিরক্তিকর।,food_quality,negative,simple
970,"যদিও চলনসই, তবুও খাবার ঠিক আছে।",food_quality,positive,complex
971,"গ্রহণযোগ্য রান্না, তবে অন্য কিছু খারাপ।",food_quality,positive,medium
972,"সাজসজ্জা খারাপ ছিল, টাকার অপচয়, অনেক সময় লেগেছে খাবার আসতে।",ambiance,negative,complex
973,সন্তোষজনক ব্যবহার পেয়েছি।,service,positive,simple
974,"পরিবেশ নিম্নমানের ছিল, রিভিউ দেখে গিয়েছিলাম।",ambiance,negative,medium
975,আমরা স্বাদ মজাদার পেয়েছি এবং দ্রুত সার্ভ করেছে।,food_quality,positive,medium
976,"পরিবেশ সন্তোষজনক ছিল, সবাইকে যাওয়ার পরামর্শ দেব।",ambiance,positive,medium
977,রাশ আওয়ার হওয়ায় সার্বিক পরিস্থিতি বেশ খারাপ ছিল।,ambiance,negative,medium
978,"ব্যবহার চমৎকার ছিল, সবাইকে রেকমেন্ড করব।",service,positive,medium
979,দাম সাশ্রয়ী ছিল এবং আমাদের বেশিক্ষণ অপেক্ষা করতে হয়নি।,price,positive,complex
980,"দ্বিতীয়বার গিয়েছিলাম, তারা দ্রুত খাবার পরিবেশন করেছে।",service,positive,complex
981,পরিবেশ ভালো ছিল এবং পরিচ্ছন্নতাও মানসম্মত ছিল।,ambiance,positive,mixed
982,খাবার প্রশংসনীয় ছিল এবং অন্য সবকিছু ঠিকঠাক ছিল।,food_quality,positive,medium
983,আলোর ব্যবস্থা খুব একটা ভালো ছিল না।,ambiance,negative,simple
984,সেখানকার পরিস্থিতি বেশ ভালো।,ambiance,positive,simple
985,ওয়েটারের ব্যবহার খুব বাজে ছিল।,service,negative,simple
986,খরচ বেশ সাশ্রয়ী ও উপভোগ্য ছিল।,price,positive,simple
987,পরিবেশন পদ্ধতি বেশ ভালো ছিল।,service,positive,simple
988,সব মিলিয়ে অভিজ্ঞতা ভালো এবং দামও সন্তোষজনক।,price,positive,medium
989,এখানকার ওয়েটারের সেবা বেশ দুর্বল।,service,negative,simple
990,দাম ভালো হলেও অন্য সবকিছু মাঝারি মানের ছিল।,price,positive,medium
991,পরিচ্ছন্নতা মোটেও ভালো ছিল না।,cleanliness,negative,simple
992,"রিভিউ দেখে গিয়েছিলাম, কিন্তু খাবারের মান গড়পড়তা হওয়ায় চলে এসেছি।",food_quality,negative,complex
993,"খাবারের মান নিম্নমানের ছিল, যা আশা করিনি।",food_quality,negative,medium
994,দাম অসামঞ্জস্যপূর্ণ মনে হওয়ায় আমরা সরাসরি চলে গিয়েছিলাম।,price,negative,medium
995,খাবারের খরচ বেশ সাশ্রয়ী ছিল।,price,positive,simple
996,"প্রচুর ভিড় ছিল, তবে সেবা মোটামুটি প্রত্যাশা অনুযায়ী ছিল।",service,neutral,complex
997,রান্না ঠিকমতো না হওয়ায় খরচ করাটা স্রেফ টাকার অপচয় ছিল।,price,negative,complex
998,"খাবারের পরিমাণ পর্যাপ্ত ছিল না, তবে সার্ভিস ভালো ছিল।",food_quality,negative,mixed
999,"রান্না ভালো ছিল না, তাই আমি আর সেখানে যাব না।",food_quality,negative,medium
1000,রাশ আওয়ার হওয়ায় পরিবেশ বেশ সাধারণ ছিল।,ambiance,neutral,medium
1001,"পরিবেশন পদ্ধতি গড়পড়তা ছিল, তবে আরও ভালো হতে পারত।",service,negative,complex
1002,সবকিছুই মোটামুটি চলনসই ছিল।,price,neutral,medium
